,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,def_pay
7617,80000.0,2,2,2,24,-1,1
7627,250000.0,1,1,1,41,-1,1
7628,140000.0,2,2,2,27,2,1
7633,50000.0,2,2,2,42,0,1
7639,20000.0,1,3,3,48,1,1
7645,50000.0,2,2,2,36,0,1
7650,200000.0,1,3,2,36,-2,1
7660,80000.0,1,3,2,44,2,1
7661,50000.0,1,2,2,45,0,1
7662,140000.0,2,2,1,58,2,1
7666,20000.0,1,2,2,43,4,1
7672,300000.0,2,2,1,34,1,1
7675,130000.0,2,3,1,38,0,1
7679,50000.0,2,3,2,41,2,1
7681,60000.0,2,2,3,64,2,1
7688,10000.0,1,2,2,47,-1,1
7689,110000.0,1,2,1,35,0,1
7693,290000.0,2,2,1,39,0,1
7696,240000.0,2,1,1,36,-1,1
7700,130000.0,1,1,2,33,1,1
7709,80000.0,1,3,1,47,0,1
7718,150000.0,2,2,1,30,1,1
7721,360000.0,2,1,1,33,1,1
7724,90000.0,2,1,2,23,-1,1
7726,240000.0,1,1,2,30,1,1
7732,50000.0,1,2,2,23,2,1
7734,30000.0,2,2,1,52,2,1
7736,50000.0,1,2,2,24,0,1
7738,80000.0,2,2,2,24,2,1
7741,50000.0,1,2,2,22,0,1
7743,20000.0,2,2,1,42,3,1
7749,250000.0,1,3,1,44,-1,1
7752,120000.0,1,3,2,44,4,1
7758,220000.0,1,1,2,32,0,1
7760,80000.0,1,3,1,38,-1,1
7768,70000.0,2,2,1,27,1,1
7774,130000.0,1,1,2,28,2,1
7776,360000.0,2,2,1,46,1,1
7777,280000.0,1,2,1,34,0,1
7780,70000.0,2,2,1,28,0,1
7782,50000.0,1,2,2,27,0,1
7784,20000.0,1,2,2,46,-1,1
7785,100000.0,1,3,3,48,2,1
7786,90000.0,2,2,2,25,2,1
7788,200000.0,1,1,1,49,2,1
7792,20000.0,2,2,1,22,2,1
7801,200000.0,2,1,2,42,-1,1
7802,50000.0,2,2,2,31,2,1
7810,270000.0,1,2,1,53,2,1
7821,20000.0,1,2,2,48,-1,1
7829,140000.0,1,2,1,29,1,1
7830,140000.0,1,2,1,34,-1,1
7842,120000.0,2,1,2,25,1,1
7846,30000.0,1,2,2,24,1,1
7848,30000.0,2,1,2,27,0,1
7852,50000.0,1,1,2,28,2,1
7856,300000.0,2,1,2,25,1,1
7860,50000.0,1,2,2,25,3,1
7868,120000.0,2,2,2,28,-1,1
7876,80000.0,2,2,2,24,2,1
7880,50000.0,2,2,2,24,2,1
7882,240000.0,1,2,2,33,-1,1
7885,50000.0,2,1,2,24,0,1
7896,160000.0,1,1,2,41,-1,1
7897,280000.0,1,1,2,29,-1,1
7898,40000.0,2,2,1,47,2,1
7901,60000.0,2,2,1,29,2,1
7902,20000.0,2,2,1,40,0,1
7911,170000.0,2,2,1,49,2,1
7920,140000.0,1,1,2,37,0,1
7921,20000.0,1,2,1,24,0,1
7922,50000.0,1,1,2,30,0,1
7925,50000.0,1,2,2,36,2,1
7928,200000.0,2,1,2,29,-1,1
7930,440000.0,2,2,1,47,1,1
7932,130000.0,1,1,1,70,1,1
7934,180000.0,2,2,2,28,1,1
7939,140000.0,1,2,2,24,0,1
7944,50000.0,2,2,2,29,2,1
7945,20000.0,2,2,1,37,0,1
7946,20000.0,2,2,1,50,7,1
7961,20000.0,1,2,2,25,4,1
7965,130000.0,1,2,1,27,0,1
7968,20000.0,1,3,1,45,0,1
7977,70000.0,2,1,2,25,0,1
7978,90000.0,2,2,1,36,-1,1
7987,60000.0,2,2,2,24,2,1
7992,50000.0,2,2,2,23,2,1
7994,100000.0,2,2,2,23,-1,1
7999,130000.0,1,1,2,36,0,1
8004,180000.0,1,2,1,42,0,1
8006,80000.0,2,2,2,27,0,1
8007,360000.0,2,1,2,29,-1,1
8015,80000.0,2,1,2,26,0,1
8019,300000.0,1,3,1,61,-1,1
8020,30000.0,2,2,1,45,0,1
8021,80000.0,2,2,1,40,2,1
8032,50000.0,1,1,2,29,-1,1
8040,70000.0,1,3,2,32,0,1
8041,120000.0,1,1,1,50,2,1
8042,160000.0,2,2,2,42,2,1
8043,170000.0,1,3,2,36,-1,1
8048,70000.0,1,2,2,41,2,1
8055,130000.0,2,2,2,24,-2,1
8076,120000.0,2,2,2,25,1,1
8082,50000.0,1,3,1,65,1,1
8084,90000.0,1,3,2,27,2,1
8089,20000.0,1,1,2,24,2,1
8090,410000.0,2,1,1,38,2,1
8093,90000.0,2,1,2,27,0,1
8099,50000.0,2,2,2,47,0,1
8104,260000.0,2,2,1,39,2,1
8105,500000.0,2,1,1,34,-2,1
8109,420000.0,2,2,1,40,-2,1
8111,30000.0,2,1,2,36,1,1
8113,160000.0,2,1,1,39,1,1
8117,150000.0,1,1,2,42,2,1
8118,450000.0,1,1,1,48,-1,1
8124,200000.0,1,2,2,29,2,1
8134,50000.0,2,3,1,35,2,1
8138,380000.0,1,1,1,39,2,1
8139,50000.0,2,2,1,34,1,1
8142,360000.0,2,1,1,50,-2,1
8147,20000.0,1,1,2,24,0,1
8148,30000.0,2,1,1,30,0,1
8161,140000.0,1,1,2,29,-1,1
8163,50000.0,1,2,1,49,2,1
8171,230000.0,1,1,1,32,1,1
8172,500000.0,1,1,2,43,0,1
8174,50000.0,1,2,2,23,2,1
8175,200000.0,1,1,2,31,-1,1
8177,70000.0,2,2,1,32,3,1
8178,50000.0,1,2,2,29,2,1
8180,140000.0,1,2,1,28,0,1
8182,130000.0,1,2,2,32,0,1
8185,20000.0,1,3,1,41,0,1
8187,160000.0,2,2,1,51,0,1
8189,130000.0,2,2,2,25,-2,1
8190,190000.0,1,1,2,36,1,1
8208,270000.0,1,1,1,51,-1,1
8215,450000.0,1,3,1,42,2,1
8216,20000.0,1,2,2,30,0,1
8219,50000.0,1,2,2,51,0,1
8221,10000.0,1,2,1,43,3,1
8227,110000.0,2,2,1,35,0,1
8230,50000.0,2,3,1,46,4,1
8238,110000.0,2,1,2,29,2,1
8241,100000.0,1,3,2,26,2,1
8246,160000.0,1,1,1,43,-1,1
8248,140000.0,2,1,2,28,1,1
8249,180000.0,1,1,2,38,0,1
8259,60000.0,2,2,2,23,0,1
8262,180000.0,1,2,1,28,0,1
8265,140000.0,1,2,1,46,0,1
8268,200000.0,1,1,2,32,-1,1
8269,120000.0,2,1,2,37,2,1
8277,30000.0,1,2,2,25,0,1
8288,80000.0,2,2,1,42,0,1
8292,170000.0,1,1,1,35,-1,1
8293,50000.0,2,3,2,23,2,1
8294,140000.0,1,1,2,28,0,1
8295,100000.0,1,1,2,29,2,1
8298,30000.0,2,2,1,24,0,1
8305,30000.0,1,2,1,47,0,1
8307,130000.0,1,2,2,27,0,1
8319,50000.0,1,2,1,42,0,1
8320,360000.0,1,2,1,41,1,1
8323,20000.0,1,2,1,39,2,1
8327,70000.0,2,1,2,50,0,1
8338,480000.0,1,1,1,58,-2,1
8340,180000.0,2,2,2,34,2,1
8341,300000.0,1,1,2,29,1,1
8345,30000.0,2,1,1,35,2,1
8348,50000.0,2,2,1,53,0,1
8361,20000.0,1,2,1,32,0,1
8362,50000.0,2,3,1,52,0,1
8368,50000.0,1,2,2,27,2,1
8370,80000.0,1,2,2,53,3,1
8377,100000.0,2,3,1,53,1,1
8383,310000.0,1,1,1,34,-1,1
8388,180000.0,1,2,1,30,-1,1
8390,30000.0,1,1,2,24,2,1
8392,500000.0,1,2,2,32,-1,1
8408,50000.0,1,3,1,30,0,1
8410,160000.0,2,1,1,33,-1,1
8419,110000.0,1,2,1,46,0,1
8439,130000.0,2,1,1,46,0,1
8446,80000.0,1,1,2,29,1,1
8447,70000.0,2,2,2,26,0,1
8452,20000.0,1,2,1,45,1,1
8453,350000.0,2,1,2,33,0,1
8454,80000.0,2,1,2,29,1,1
8455,150000.0,1,3,1,35,2,1
8459,50000.0,2,1,2,23,0,1
8466,140000.0,1,1,2,36,0,1
8467,140000.0,1,1,1,45,2,1
8468,50000.0,1,2,1,36,2,1
8469,180000.0,2,2,1,37,0,1
8470,30000.0,2,2,2,23,4,1
8471,30000.0,2,2,2,22,2,1
8472,50000.0,2,1,1,25,0,1
8491,120000.0,1,1,1,48,-1,1
8492,30000.0,1,1,2,36,2,1
8508,50000.0,1,2,2,24,1,1
8513,180000.0,1,2,1,40,0,1
8520,60000.0,1,2,1,29,2,1
8523,40000.0,1,2,2,26,3,1
8534,40000.0,1,3,2,49,2,1
8537,30000.0,1,1,2,26,2,1
8538,80000.0,2,3,2,52,0,1
8541,490000.0,1,1,1,50,-1,1
8542,30000.0,2,3,2,44,2,1
8544,450000.0,1,1,1,34,-2,1
8545,50000.0,2,2,2,23,2,1
8553,400000.0,2,1,2,33,-2,1
8562,10000.0,2,2,1,32,0,1
8563,20000.0,1,3,1,52,1,1
8567,80000.0,2,2,1,47,0,1
8573,20000.0,2,1,2,25,1,1
8574,150000.0,2,1,1,32,1,1
8578,110000.0,2,2,1,41,0,1
8582,360000.0,2,1,2,47,2,1
8584,360000.0,1,2,1,49,1,1
8598,50000.0,2,2,2,24,1,1
8599,20000.0,2,2,2,46,1,1
8600,30000.0,1,1,2,28,-1,1
8606,70000.0,1,2,1,34,0,1
8616,200000.0,1,1,1,49,-1,1
8623,390000.0,2,2,1,45,1,1
8630,40000.0,1,1,1,46,-1,1
8635,20000.0,1,2,2,24,1,1
8641,20000.0,1,1,2,23,1,1
8649,20000.0,2,1,2,22,0,1
8654,30000.0,1,1,1,47,2,1
8657,80000.0,2,1,2,26,0,1
8666,230000.0,2,1,2,31,1,1
8667,10000.0,2,2,2,44,-2,1
8669,310000.0,1,2,1,42,-2,1
8679,20000.0,1,3,2,24,0,1
8682,50000.0,2,2,2,24,2,1
8689,230000.0,2,1,2,26,-1,1
8701,340000.0,2,3,2,46,1,1
8707,100000.0,2,2,2,29,2,1
8708,100000.0,1,2,2,29,1,1
8713,50000.0,2,3,1,28,0,1
8716,150000.0,1,2,1,36,2,1
8725,300000.0,2,3,2,24,-1,1
8727,30000.0,1,2,1,45,1,1
8736,90000.0,2,2,2,39,0,1
8741,80000.0,2,2,1,26,2,1
8752,50000.0,1,2,3,36,0,1
8755,190000.0,1,1,1,39,1,1
8758,180000.0,2,1,1,39,0,1
8765,100000.0,1,1,2,27,-1,1
8768,50000.0,1,2,2,25,2,1
8772,220000.0,2,1,1,41,7,1
8773,50000.0,1,3,1,24,0,1
8781,360000.0,1,3,2,30,1,1
8788,20000.0,2,2,1,24,2,1
8794,90000.0,2,1,2,27,-1,1
8796,230000.0,2,1,2,28,0,1
8797,70000.0,1,2,1,37,2,1
8800,50000.0,1,3,1,51,0,1
8801,80000.0,2,3,2,26,1,1
8806,30000.0,1,3,2,42,0,1
8808,80000.0,2,1,2,25,1,1
8810,390000.0,2,1,1,64,1,1
8811,10000.0,2,3,1,49,-1,1
8812,70000.0,1,1,1,49,-1,1
8815,30000.0,1,2,2,24,0,1
8817,60000.0,2,1,2,24,-1,1
8820,60000.0,2,1,2,33,0,1
8821,30000.0,2,2,2,23,3,1
8824,190000.0,1,2,2,28,-2,1
8831,50000.0,1,2,1,37,0,1
8846,50000.0,2,1,2,22,2,1
8855,120000.0,1,2,2,26,0,1
8856,80000.0,2,3,1,52,2,1
8857,190000.0,1,1,2,29,1,1
8858,180000.0,2,1,2,31,1,1
8859,180000.0,1,1,2,29,-1,1
8864,60000.0,1,1,1,51,0,1
8865,500000.0,2,1,1,42,1,1
8867,150000.0,2,1,1,30,2,1
8869,240000.0,1,1,1,44,-1,1
8877,30000.0,1,3,1,41,1,1
8883,100000.0,1,2,1,24,1,1
8886,70000.0,1,3,0,26,1,1
8888,170000.0,2,2,1,30,-1,1
8891,450000.0,1,1,2,36,-1,1
8898,50000.0,2,2,1,27,2,1
8915,50000.0,2,3,2,51,0,1
8917,30000.0,2,2,2,27,0,1
8919,50000.0,1,1,2,23,2,1
8925,20000.0,1,3,1,51,0,1
8929,10000.0,1,2,2,29,2,1
8932,240000.0,2,2,2,42,1,1
8937,170000.0,2,1,2,30,2,1
8944,100000.0,2,2,1,42,2,1
8947,180000.0,2,3,2,40,-2,1
8948,60000.0,2,2,1,28,0,1
8953,150000.0,1,3,2,29,1,1
8958,340000.0,1,1,2,44,0,1
8965,70000.0,2,2,1,31,-1,1
8966,40000.0,2,3,2,23,2,1
8971,20000.0,2,1,2,23,0,1
8972,80000.0,2,1,2,26,0,1
8974,290000.0,1,1,2,37,2,1
8983,210000.0,2,1,2,33,-1,1
8984,30000.0,2,2,1,34,-1,1
8987,150000.0,2,1,2,35,0,1
8988,130000.0,2,1,1,41,-1,1
8991,80000.0,2,2,1,39,1,1
8998,100000.0,2,2,1,46,-1,1
9002,30000.0,1,2,1,36,0,1
9006,150000.0,1,2,1,35,2,1
9011,300000.0,2,1,2,48,2,1
9019,200000.0,1,1,1,34,2,1
9023,30000.0,1,2,2,27,1,1
9031,50000.0,1,3,1,36,1,1
9040,20000.0,1,3,1,52,1,1
9043,60000.0,1,1,2,31,1,1
9051,70000.0,2,2,2,25,0,1
9054,70000.0,1,1,2,30,0,1
9062,70000.0,2,1,2,34,2,1
9069,60000.0,1,1,2,27,0,1
9075,180000.0,2,1,2,31,-1,1
9076,170000.0,2,1,1,35,1,1
9077,320000.0,2,1,1,34,-1,1
9078,10000.0,2,2,1,53,0,1
9080,170000.0,2,1,2,32,1,1
9084,50000.0,2,1,2,27,2,1
9089,180000.0,2,1,2,31,4,1
9093,50000.0,2,2,1,30,2,1
9095,200000.0,1,2,1,36,1,1
9098,130000.0,2,1,1,37,2,1
9100,20000.0,1,2,2,39,0,1
9102,140000.0,1,3,1,45,2,1
9105,180000.0,2,2,2,34,0,1
9106,200000.0,2,3,1,57,1,1
9107,110000.0,1,1,1,32,2,1
9110,380000.0,1,1,1,46,2,1
9118,160000.0,1,1,1,49,-1,1
9123,100000.0,2,2,1,38,2,1
9124,330000.0,1,1,1,37,-2,1
9130,50000.0,2,2,1,24,2,1
9131,130000.0,2,3,1,46,0,1
9142,80000.0,2,2,1,34,1,1
9146,70000.0,2,3,1,35,3,1
9147,50000.0,1,1,2,27,1,1
9148,10000.0,2,2,2,46,0,1
9151,440000.0,1,1,2,33,-1,1
9164,30000.0,1,2,2,28,2,1
9166,30000.0,1,2,2,25,2,1
9167,20000.0,2,3,3,56,-1,1
9170,70000.0,2,2,2,30,2,1
9174,410000.0,2,1,1,46,-2,1
9184,50000.0,2,3,1,51,0,1
9187,30000.0,2,3,1,47,2,1
9189,20000.0,2,3,1,35,0,1
9190,60000.0,2,2,1,24,3,1
9192,130000.0,2,2,1,41,2,1
9194,460000.0,1,1,1,39,2,1
9195,30000.0,1,3,2,31,0,1
9196,170000.0,2,2,1,35,-1,1
9197,20000.0,1,2,2,27,3,1
9210,120000.0,2,2,1,31,0,1
9214,20000.0,1,2,1,48,1,1
9215,100000.0,1,2,2,26,-1,1
9216,150000.0,1,2,3,25,-1,1
9217,180000.0,2,2,2,23,0,1
9218,500000.0,2,2,1,47,-1,1
9221,220000.0,1,1,1,42,1,1
9222,50000.0,2,1,2,36,1,1
9227,20000.0,1,3,2,44,4,1
9228,60000.0,1,1,2,24,-1,1
9241,320000.0,1,1,1,37,-1,1
9246,160000.0,1,2,1,37,2,1
9247,280000.0,1,1,1,38,-2,1
9252,170000.0,2,2,2,34,-1,1
9255,110000.0,2,1,2,28,1,1
9256,20000.0,2,3,1,23,1,1
9271,60000.0,1,1,2,31,2,1
9272,100000.0,2,2,1,40,2,1
9279,50000.0,1,2,1,25,1,1
9286,100000.0,2,1,1,42,2,1
9287,80000.0,2,2,2,34,1,1
9288,150000.0,2,1,2,40,-1,1
9289,220000.0,1,2,2,30,1,1
9292,140000.0,2,2,1,30,0,1
9295,30000.0,1,2,2,35,0,1
9300,130000.0,2,1,2,28,-2,1
9301,70000.0,2,1,1,36,1,1
9305,140000.0,1,2,1,45,-1,1
9307,30000.0,2,2,2,28,0,1
9310,360000.0,2,2,2,27,-2,1
9313,20000.0,2,2,1,25,-1,1
9314,170000.0,2,1,2,29,-1,1
9316,120000.0,2,2,2,25,1,1
9323,500000.0,1,2,1,39,0,1
9328,70000.0,1,2,2,32,3,1
9334,30000.0,1,1,2,25,0,1
9336,70000.0,1,1,2,31,1,1
9337,70000.0,2,2,2,23,-1,1
9339,30000.0,2,2,1,22,1,1
9340,30000.0,2,2,1,45,2,1
9343,210000.0,1,2,2,31,2,1
9346,10000.0,2,2,2,24,0,1
9356,130000.0,2,1,2,29,-2,1
9364,270000.0,2,2,1,33,0,1
9368,200000.0,2,1,1,55,0,1
9370,90000.0,2,2,1,55,0,1
9375,50000.0,1,2,2,33,0,1
9376,450000.0,2,1,1,69,-1,1
9377,130000.0,2,2,1,37,0,1
9379,20000.0,1,3,2,22,-2,1
9385,10000.0,2,3,1,42,2,1
9391,80000.0,1,2,2,25,-1,1
9395,20000.0,1,2,1,62,0,1
9399,100000.0,2,3,2,66,0,1
9400,50000.0,1,2,1,34,0,1
9406,10000.0,1,2,2,26,0,1
9413,100000.0,2,1,1,39,2,1
9424,60000.0,2,1,2,31,0,1
9428,50000.0,2,2,1,29,0,1
9433,200000.0,2,2,2,36,-1,1
9437,20000.0,2,2,2,28,2,1
9439,230000.0,2,2,1,44,-1,1
9445,20000.0,1,1,2,35,-1,1
9449,80000.0,1,2,2,30,-1,1
9451,50000.0,1,2,1,43,2,1
9457,190000.0,1,2,1,37,2,1
9458,100000.0,1,2,2,29,0,1
9460,70000.0,2,2,2,25,0,1
9462,50000.0,1,2,1,36,2,1
9468,200000.0,2,1,1,47,-1,1
9472,440000.0,2,2,2,25,2,1
9475,290000.0,1,1,2,29,1,1
9477,20000.0,1,1,2,24,0,1
9479,360000.0,2,1,1,32,1,1
9480,250000.0,1,1,1,53,1,1
9483,70000.0,2,3,1,59,2,1
9488,90000.0,1,3,2,25,0,1
9492,50000.0,1,3,1,38,1,1
9493,120000.0,2,2,2,29,-2,1
9494,100000.0,1,3,2,25,2,1
9517,50000.0,1,2,2,24,1,1
9527,50000.0,2,2,1,33,0,1
9531,200000.0,2,2,1,40,-1,1
9532,200000.0,1,2,1,34,-1,1
9533,30000.0,1,2,2,37,0,1
9536,240000.0,2,2,2,26,0,1
9537,40000.0,2,2,1,24,2,1
9543,240000.0,2,3,1,28,0,1
9556,280000.0,1,2,2,29,0,1
9559,70000.0,2,2,2,24,0,1
9562,80000.0,1,1,2,39,2,1
9566,10000.0,1,3,1,52,1,1
9568,20000.0,1,2,2,25,0,1
9576,20000.0,1,2,1,40,1,1
9582,30000.0,2,3,1,23,2,1
9583,20000.0,1,1,2,23,2,1
9584,100000.0,1,2,1,44,2,1
9586,120000.0,1,1,2,29,0,1
9589,170000.0,2,1,2,30,1,1
9593,20000.0,2,1,2,26,2,1
9604,290000.0,1,1,3,55,0,1
9609,20000.0,1,2,1,42,1,1
9613,120000.0,1,1,1,34,2,1
9619,310000.0,1,1,2,37,-2,1
9625,20000.0,1,3,2,24,0,1
9628,150000.0,2,1,2,34,1,1
9632,50000.0,1,3,1,41,4,1
9640,20000.0,2,2,2,35,1,1
9650,70000.0,1,2,2,24,3,1
9660,30000.0,2,3,1,35,2,1
9661,30000.0,2,2,1,36,2,1
9664,20000.0,1,2,2,23,0,1
9665,360000.0,2,1,2,27,0,1
9667,20000.0,2,2,2,48,0,1
9674,180000.0,1,1,1,31,-1,1
9684,280000.0,1,2,2,38,2,1
9692,360000.0,1,1,2,35,-2,1
9694,20000.0,1,3,2,23,2,1
9696,50000.0,1,2,1,34,1,1
9699,130000.0,1,2,2,27,1,1
9706,100000.0,2,3,1,46,2,1
9707,150000.0,1,2,2,49,0,1
9718,50000.0,2,2,1,31,0,1
9721,70000.0,1,2,2,26,0,1
9726,140000.0,1,2,2,30,-1,1
9731,160000.0,2,2,2,25,2,1
9732,20000.0,1,1,2,24,2,1
9759,200000.0,2,3,1,45,-1,1
9762,90000.0,2,1,2,26,-1,1
9764,50000.0,1,1,1,50,1,1
9768,50000.0,2,3,2,61,1,1
9770,100000.0,2,2,2,37,1,1
9778,110000.0,2,2,1,33,2,1
9781,30000.0,1,1,2,34,2,1
9785,80000.0,2,2,2,25,1,1
9787,130000.0,1,1,2,34,2,1
9791,200000.0,2,2,1,60,1,1
9795,250000.0,1,2,1,40,0,1
9798,20000.0,2,1,2,23,1,1
9799,120000.0,2,2,2,23,0,1
9801,190000.0,2,1,2,27,0,1
9811,90000.0,1,3,1,49,2,1
9823,50000.0,2,3,1,48,-1,1
9826,280000.0,2,1,2,28,1,1
9828,100000.0,2,2,2,24,1,1
9832,100000.0,1,3,1,67,2,1
9838,150000.0,2,2,1,29,2,1
9840,230000.0,2,2,2,23,-1,1
9841,340000.0,1,1,1,41,-1,1
9842,30000.0,1,2,2,25,1,1
9847,360000.0,1,1,1,46,0,1
9851,100000.0,1,2,1,52,0,1
9855,170000.0,1,1,1,44,1,1
9856,20000.0,2,1,2,28,2,1
9857,70000.0,1,3,1,50,2,1
9865,100000.0,2,3,1,50,0,1
9869,20000.0,1,3,2,28,-1,1
9870,110000.0,2,1,2,37,2,1
9880,180000.0,1,1,2,23,2,1
9892,150000.0,2,1,2,25,0,1
9897,200000.0,2,2,1,34,1,1
9901,250000.0,2,1,2,28,2,1
9902,60000.0,2,2,2,25,2,1
9904,30000.0,2,3,2,38,0,1
9909,50000.0,2,3,2,44,2,1
9914,220000.0,2,5,1,37,2,1
9918,100000.0,1,2,1,53,2,1
9927,300000.0,2,1,2,38,-1,1
9932,20000.0,1,2,2,22,1,1
9933,410000.0,1,1,2,31,-1,1
9934,50000.0,2,2,1,25,-1,1
9940,160000.0,1,1,1,51,0,1
9946,30000.0,2,2,2,26,2,1
9948,240000.0,2,2,2,34,-1,1
9951,280000.0,2,2,2,24,-1,1
9952,20000.0,1,1,2,37,2,1
9954,70000.0,1,1,2,29,1,1
9957,30000.0,2,2,1,33,2,1
9964,200000.0,2,1,2,29,0,1
9970,30000.0,1,2,2,30,0,1
9972,300000.0,2,1,2,39,-1,1
9979,30000.0,1,1,1,38,8,1
9991,30000.0,2,2,1,47,1,1
9992,80000.0,1,2,1,31,2,1
9993,120000.0,2,2,1,29,-1,1
9994,170000.0,1,2,2,30,0,1
9998,80000.0,2,2,2,26,-1,1
10008,360000.0,2,1,1,48,1,1
10009,30000.0,2,1,2,23,0,1
10019,50000.0,1,1,2,26,0,1
10024,170000.0,1,2,1,46,0,1
10025,50000.0,2,2,2,24,0,1
10032,200000.0,1,2,2,27,-1,1
10034,270000.0,1,3,1,53,0,1
10042,30000.0,2,1,2,24,2,1
10046,130000.0,1,2,2,31,0,1
10053,400000.0,1,1,2,38,-1,1
10064,60000.0,1,2,2,28,0,1
10065,100000.0,1,1,2,27,0,1
10069,130000.0,2,2,1,36,2,1
10075,160000.0,2,1,1,34,1,1
10079,200000.0,2,1,1,37,-1,1
10086,140000.0,2,1,2,28,1,1
10088,70000.0,1,3,1,47,0,1
10091,230000.0,2,2,1,39,2,1
10098,50000.0,2,2,1,30,2,1
10099,240000.0,2,1,2,28,1,1
10102,30000.0,2,2,1,42,2,1
10107,150000.0,2,1,2,37,-1,1
10111,60000.0,1,1,2,28,1,1
10115,10000.0,1,2,2,24,1,1
10116,110000.0,2,3,1,48,1,1
10120,150000.0,2,3,1,48,2,1
10127,280000.0,2,1,1,36,-1,1
10128,130000.0,2,2,1,37,1,1
10135,40000.0,2,1,2,24,-1,1
10138,140000.0,2,2,2,34,0,1
10139,80000.0,2,2,2,27,0,1
10140,210000.0,1,2,2,26,1,1
10146,450000.0,2,1,1,46,-1,1
10149,200000.0,2,2,1,41,-2,1
10151,60000.0,2,2,2,48,2,1
10155,10000.0,2,1,2,22,0,1
10156,80000.0,1,1,2,28,0,1
10157,440000.0,1,1,2,35,0,1
10164,120000.0,2,3,2,50,0,1
10166,60000.0,1,2,2,26,0,1
10167,10000.0,2,2,2,22,-1,1
10180,40000.0,2,2,2,25,2,1
10183,30000.0,1,2,1,39,1,1
10185,150000.0,2,3,1,40,0,1
10186,50000.0,2,1,2,22,2,1
10188,360000.0,1,3,1,41,-1,1
10194,10000.0,1,3,1,46,-1,1
10198,40000.0,2,2,2,24,0,1
10211,160000.0,2,2,1,34,0,1
10216,80000.0,2,3,1,46,2,1
10232,50000.0,1,2,2,25,1,1
10240,20000.0,1,3,2,28,-1,1
10247,120000.0,2,2,1,35,1,1
10251,180000.0,2,3,1,56,-1,1
10254,160000.0,1,2,1,41,0,1
10278,50000.0,1,2,2,33,0,1
10287,80000.0,1,2,2,35,1,1
10309,60000.0,1,2,2,42,1,1
10314,30000.0,1,3,1,50,1,1
10315,160000.0,2,1,2,32,-1,1
10316,20000.0,2,3,2,23,0,1
10325,30000.0,2,2,1,23,0,1
10326,20000.0,1,2,2,22,-1,1
10330,90000.0,2,1,2,32,1,1
10332,200000.0,1,2,1,41,-2,1
10337,20000.0,2,2,1,47,3,1
10338,200000.0,1,1,2,32,1,1
10347,200000.0,1,3,1,36,-1,1
10349,20000.0,1,1,1,35,0,1
10350,20000.0,1,2,2,40,0,1
10353,20000.0,1,2,2,43,2,1
10354,30000.0,1,2,2,25,3,1
10360,100000.0,1,1,1,30,2,1
10367,90000.0,2,2,2,26,0,1
10369,100000.0,2,2,1,58,2,1
10380,310000.0,2,1,1,38,1,1
10387,420000.0,2,1,2,33,-2,1
10388,10000.0,1,2,2,22,0,1
10389,20000.0,2,2,1,25,2,1
10390,200000.0,2,2,2,49,2,1
10392,80000.0,1,3,2,30,0,1
10396,200000.0,1,1,2,29,-2,1
10399,260000.0,1,1,1,53,1,1
10402,10000.0,2,2,1,26,1,1
10405,310000.0,1,1,2,29,2,1
10408,180000.0,1,2,1,39,2,1
10410,50000.0,2,1,2,32,1,1
10418,500000.0,1,1,1,64,-2,1
10424,140000.0,2,2,2,32,2,1
10431,240000.0,1,1,1,35,0,1
10432,500000.0,1,1,2,49,-2,1
10439,330000.0,2,2,1,27,1,1
10446,10000.0,2,2,2,24,-1,1
10447,30000.0,1,1,2,25,2,1
10456,80000.0,2,3,1,50,-1,1
10459,50000.0,1,2,1,48,2,1
10476,180000.0,2,1,2,34,1,1
10480,130000.0,1,1,2,27,-1,1
10482,30000.0,2,1,1,23,0,1
10484,150000.0,2,2,2,25,1,1
10487,170000.0,2,1,1,33,0,1
10495,360000.0,2,2,1,49,0,1
10502,350000.0,2,2,2,33,0,1
10506,20000.0,2,2,2,22,0,1
10507,360000.0,2,1,2,34,1,1
10509,150000.0,1,2,1,39,2,1
10510,100000.0,2,1,1,35,0,1
10521,100000.0,1,2,1,51,3,1
10523,230000.0,2,2,1,33,1,1
10524,90000.0,1,2,2,28,2,1
10527,290000.0,2,1,1,40,-1,1
10539,220000.0,1,2,1,47,4,1
10541,50000.0,2,2,1,27,0,1
10546,30000.0,2,3,3,56,3,1
10547,80000.0,2,1,1,25,3,1
10549,300000.0,1,2,1,66,0,1
10553,130000.0,2,1,2,30,2,1
10567,360000.0,2,1,1,36,-1,1
10571,100000.0,2,3,2,41,-1,1
10575,100000.0,1,1,2,31,2,1
10577,240000.0,2,1,2,28,-1,1
10586,120000.0,2,3,2,53,2,1
10589,50000.0,1,2,2,28,0,1
10594,310000.0,2,1,1,34,-1,1
10596,50000.0,2,2,1,50,0,1
10597,100000.0,1,3,1,30,2,1
10600,180000.0,2,3,1,51,1,1
10622,200000.0,1,2,1,51,-1,1
10624,120000.0,2,3,1,46,-1,1
10628,260000.0,2,1,1,52,2,1
10632,50000.0,1,1,2,26,-1,1
10641,120000.0,2,3,2,40,0,1
10645,50000.0,1,3,1,44,0,1
10649,400000.0,2,1,2,27,-2,1
10655,240000.0,2,2,1,38,1,1
10659,80000.0,2,2,2,23,1,1
10662,70000.0,1,1,2,40,2,1
