,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,def_pay
6624,210000.0,2,2,2,34,-2,0
6625,240000.0,1,1,1,38,-1,0
6626,260000.0,2,2,1,49,1,0
6627,80000.0,1,2,2,27,0,0
6628,50000.0,1,2,1,38,0,0
6629,10000.0,1,3,2,28,2,1
6630,50000.0,2,6,1,45,0,0
6631,200000.0,2,2,1,39,1,0
6632,400000.0,2,2,1,39,-2,0
6633,210000.0,2,1,1,37,0,1
6634,500000.0,1,1,2,42,-2,1
6635,60000.0,1,3,1,55,-2,0
6636,150000.0,2,2,2,25,0,0
6637,60000.0,2,1,2,26,1,0
6638,450000.0,1,5,1,35,0,0
6639,430000.0,2,2,1,42,2,1
6640,50000.0,2,2,2,30,-1,0
6641,80000.0,2,2,2,23,-2,0
6642,200000.0,1,3,1,36,0,1
6643,60000.0,2,2,2,25,0,0
6644,50000.0,1,2,1,48,2,0
6645,150000.0,2,1,1,35,0,0
6646,200000.0,2,1,2,26,-1,0
6647,80000.0,1,2,1,29,0,1
6648,30000.0,2,2,3,41,1,0
6649,200000.0,2,2,2,33,0,0
6650,170000.0,2,1,2,30,0,0
6651,130000.0,1,2,1,52,0,0
6652,180000.0,2,2,2,28,0,0
6653,160000.0,1,1,2,27,-1,0
6654,20000.0,2,3,2,29,-1,0
6655,250000.0,1,1,2,42,0,0
6656,150000.0,1,1,2,28,-1,0
6657,180000.0,1,1,1,35,-1,0
6658,120000.0,1,1,2,27,0,0
6659,430000.0,2,1,1,42,-2,0
6660,200000.0,1,1,1,38,2,0
6661,20000.0,2,3,2,38,-1,0
6662,370000.0,2,1,1,42,0,0
6663,30000.0,2,3,2,25,0,0
6664,180000.0,2,1,2,25,0,0
6665,360000.0,1,1,1,48,-1,0
6666,260000.0,2,1,2,33,0,0
6667,200000.0,2,1,2,25,0,0
6668,50000.0,2,2,1,39,0,0
6669,50000.0,2,2,2,22,3,1
6670,270000.0,1,1,2,33,-1,0
6671,10000.0,2,2,2,22,2,1
6672,390000.0,1,1,1,38,-1,0
6673,350000.0,2,1,1,50,-1,0
6674,350000.0,1,1,1,40,0,0
6675,300000.0,1,2,2,33,0,0
6676,50000.0,1,2,2,38,0,0
6677,250000.0,2,1,1,35,0,0
6678,360000.0,1,1,2,33,-1,0
6679,180000.0,2,1,1,42,1,0
6680,150000.0,1,4,1,41,0,0
6681,250000.0,2,2,1,35,1,0
6682,200000.0,1,3,2,29,0,0
6683,260000.0,2,1,1,46,-1,1
6684,150000.0,2,1,2,52,0,1
6685,400000.0,2,1,2,36,-1,0
6686,20000.0,1,2,1,32,0,0
6687,90000.0,2,3,2,25,0,0
6688,200000.0,1,3,1,34,0,0
6689,70000.0,2,1,2,27,1,0
6690,80000.0,1,2,1,49,0,0
6691,240000.0,1,1,2,43,0,0
6692,200000.0,2,1,2,28,-1,0
6693,270000.0,2,1,2,29,0,0
6694,210000.0,2,1,1,32,1,0
6695,140000.0,1,2,2,24,-1,1
6696,120000.0,1,3,1,36,-1,0
6697,130000.0,2,1,1,36,2,1
6698,70000.0,2,3,0,34,1,0
6699,80000.0,1,2,2,24,0,0
6700,170000.0,1,1,1,38,1,1
6701,300000.0,2,1,2,33,-2,0
6702,380000.0,1,1,1,37,-1,0
6703,110000.0,2,1,2,26,0,0
6704,80000.0,2,1,2,24,0,0
6705,20000.0,1,2,2,30,0,0
6706,200000.0,1,1,2,28,-2,0
6707,360000.0,1,3,1,62,0,0
6708,170000.0,2,2,2,50,-1,0
6709,500000.0,2,1,1,46,-2,0
6710,50000.0,2,2,2,24,0,0
6711,50000.0,1,3,1,52,2,0
6712,80000.0,2,3,1,26,0,0
6713,50000.0,1,1,2,31,0,0
6714,30000.0,2,2,2,23,0,1
6715,30000.0,1,2,1,41,0,0
6716,20000.0,1,3,2,23,1,1
6717,500000.0,1,1,2,29,0,0
6718,170000.0,2,3,1,42,-1,0
6719,20000.0,2,1,2,23,1,0
6720,90000.0,1,3,2,50,0,0
6721,230000.0,1,1,1,35,-1,1
6722,210000.0,2,2,2,35,0,0
6723,20000.0,1,2,2,23,0,0
6724,60000.0,2,2,1,48,-1,0
6725,300000.0,2,2,1,29,-1,0
6726,50000.0,1,1,2,30,0,0
6727,50000.0,1,2,2,35,0,1
6728,500000.0,1,1,1,61,-1,0
6729,490000.0,1,1,2,30,0,0
6730,110000.0,2,3,1,29,1,0
6731,360000.0,2,2,1,27,0,1
6732,80000.0,2,2,1,42,0,0
6733,180000.0,2,1,2,27,2,1
6734,180000.0,2,1,2,27,-1,0
6735,70000.0,2,2,2,22,0,0
6736,140000.0,1,2,2,26,0,0
6737,340000.0,2,1,2,30,-2,0
6738,70000.0,2,2,2,36,-1,1
6739,300000.0,1,1,2,34,0,1
6740,20000.0,2,2,2,23,2,1
6741,170000.0,2,2,1,42,-1,0
6742,280000.0,2,1,1,44,0,0
6743,90000.0,2,3,2,50,0,0
6744,160000.0,2,2,2,27,1,1
6745,300000.0,2,1,2,46,1,1
6746,60000.0,1,1,1,38,1,1
6747,210000.0,1,1,1,46,-1,0
6748,130000.0,2,2,1,29,0,0
6749,160000.0,2,1,2,35,0,0
6750,20000.0,2,1,2,37,0,1
6751,240000.0,2,2,1,40,-1,0
6752,340000.0,2,1,1,38,-1,0
6753,150000.0,1,1,1,42,0,0
6754,180000.0,1,1,1,46,0,0
6755,300000.0,2,1,2,26,-1,0
6756,180000.0,1,2,1,44,-1,0
6757,50000.0,2,2,2,22,0,0
6758,50000.0,2,3,1,55,0,0
6759,340000.0,1,1,1,37,-1,0
6760,190000.0,1,1,2,31,-2,1
6761,180000.0,2,1,1,43,-1,0
6762,20000.0,1,3,2,28,1,1
6763,450000.0,1,2,2,29,0,0
6764,100000.0,2,1,2,30,1,0
6765,80000.0,1,2,2,26,0,0
6766,10000.0,1,3,2,36,0,1
6767,20000.0,2,2,2,22,0,0
6768,260000.0,2,2,1,53,1,1
6769,150000.0,1,3,1,52,0,1
6770,500000.0,2,1,2,34,-2,0
6771,110000.0,2,1,1,46,-1,0
6772,160000.0,1,2,1,32,0,0
6773,200000.0,2,2,2,36,0,0
6774,190000.0,2,1,1,45,1,0
6775,180000.0,2,1,2,28,-1,1
6776,50000.0,2,1,2,25,1,1
6777,100000.0,1,3,1,54,0,0
6778,130000.0,2,2,2,29,1,1
6779,120000.0,1,2,1,58,-1,0
6780,340000.0,2,3,2,37,0,0
6781,20000.0,1,2,2,22,0,0
6782,30000.0,1,2,1,34,0,1
6783,250000.0,1,2,1,44,-1,0
6784,70000.0,2,2,2,25,0,0
6785,50000.0,2,2,3,47,2,0
6786,280000.0,1,1,1,60,-2,0
6787,500000.0,2,2,1,46,-1,0
6788,140000.0,2,2,1,50,1,0
6789,200000.0,2,2,2,31,0,0
6790,50000.0,1,2,1,36,2,1
6791,320000.0,1,1,1,58,-1,0
6792,50000.0,2,3,1,59,1,0
6793,30000.0,1,2,3,49,0,0
6794,100000.0,2,1,2,25,2,0
6795,340000.0,1,2,2,44,0,1
6796,350000.0,2,2,1,38,-1,0
6797,20000.0,1,2,2,24,2,1
6798,110000.0,1,1,2,26,0,0
6799,290000.0,2,2,2,29,0,0
6800,40000.0,1,2,2,26,1,1
6801,120000.0,1,4,1,39,2,1
6802,190000.0,1,1,1,55,-1,0
6803,150000.0,2,2,2,23,0,0
6804,300000.0,2,1,2,42,-1,0
6805,240000.0,2,2,1,32,0,0
6806,60000.0,2,2,1,33,2,1
6807,150000.0,1,2,2,29,-1,0
6808,80000.0,2,3,2,47,-2,0
6809,160000.0,2,2,1,43,-1,0
6810,200000.0,1,1,1,30,0,0
6811,90000.0,1,2,1,42,2,0
6812,360000.0,1,2,1,38,1,0
6813,350000.0,2,2,1,38,-1,0
6814,30000.0,2,3,1,51,0,0
6815,40000.0,1,3,2,23,0,0
6816,160000.0,1,2,2,24,-1,0
6817,200000.0,1,2,2,40,0,0
6818,330000.0,1,1,2,33,0,0
6819,500000.0,1,1,1,47,-1,0
6820,500000.0,2,2,1,28,-2,0
6821,460000.0,2,1,1,54,-1,0
6822,120000.0,2,1,2,27,-1,0
6823,130000.0,2,2,1,45,2,0
6824,20000.0,1,1,2,22,-1,0
6825,170000.0,1,1,1,41,0,0
6826,50000.0,2,1,1,29,0,0
6827,50000.0,1,2,1,36,-1,1
6828,50000.0,1,3,1,43,0,0
6829,220000.0,2,1,2,36,0,0
6830,260000.0,2,3,2,38,0,0
6831,500000.0,2,1,1,54,0,0
6832,20000.0,2,2,2,25,0,0
6833,20000.0,1,3,2,40,0,1
6834,80000.0,1,2,2,25,0,0
6835,500000.0,1,2,1,35,-2,0
6836,160000.0,1,1,2,27,-1,1
6837,200000.0,1,2,2,27,0,0
6838,50000.0,2,1,1,34,0,0
6839,20000.0,1,2,2,25,0,1
6840,170000.0,2,2,1,38,0,0
6841,10000.0,1,1,2,23,-1,1
6842,20000.0,2,3,2,28,1,1
6843,150000.0,2,2,2,29,-1,0
6844,470000.0,2,1,1,47,0,0
6845,200000.0,2,1,1,32,0,0
6846,130000.0,2,1,2,27,0,0
6847,70000.0,2,3,2,40,0,0
6848,270000.0,2,2,1,34,0,0
6849,150000.0,1,3,2,27,-1,1
6850,240000.0,2,1,1,41,1,0
6851,100000.0,2,2,1,60,-2,0
6852,200000.0,1,1,1,40,-1,1
6853,220000.0,1,1,2,33,0,0
6854,70000.0,1,3,1,69,1,1
6855,260000.0,1,2,2,44,0,0
6856,180000.0,2,1,2,29,0,0
6857,210000.0,2,3,2,35,-2,0
6858,130000.0,2,2,1,36,1,0
6859,320000.0,2,2,1,39,0,0
6860,30000.0,2,2,2,27,2,1
6861,50000.0,2,2,2,25,0,0
6862,380000.0,2,2,2,27,0,0
6863,20000.0,2,2,2,22,2,1
6864,50000.0,1,2,2,31,2,0
6865,140000.0,2,1,2,28,-1,0
6866,150000.0,2,3,1,46,1,1
6867,370000.0,1,1,2,36,0,1
6868,100000.0,2,1,1,41,0,0
6869,100000.0,1,3,2,27,0,0
6870,50000.0,1,2,1,29,3,1
6871,400000.0,2,1,2,33,-1,0
6872,250000.0,2,1,1,43,-2,0
6873,150000.0,2,3,1,45,1,0
6874,120000.0,1,3,2,37,2,1
6875,260000.0,2,1,2,31,0,0
6876,90000.0,2,2,2,23,0,0
6877,130000.0,1,1,1,39,2,0
6878,50000.0,2,2,2,29,1,1
6879,120000.0,2,2,1,29,1,1
6880,140000.0,1,3,2,33,-1,0
6881,170000.0,2,1,2,34,0,0
6882,330000.0,2,3,2,31,-1,0
6883,210000.0,1,2,1,33,-2,1
6884,300000.0,1,1,1,39,0,1
6885,130000.0,2,2,1,39,0,0
6886,360000.0,2,1,2,29,0,0
6887,150000.0,1,2,2,26,2,0
6888,90000.0,2,2,2,33,2,1
6889,260000.0,2,1,1,61,1,0
6890,30000.0,2,3,1,21,4,1
6891,80000.0,2,2,1,45,0,0
6892,500000.0,2,1,1,33,-2,0
6893,20000.0,2,2,1,33,0,0
6894,60000.0,1,3,2,36,0,0
6895,210000.0,1,2,2,37,0,0
6896,50000.0,1,1,2,24,0,1
6897,350000.0,1,2,2,32,0,0
6898,200000.0,1,2,2,37,1,0
6899,280000.0,2,1,2,28,0,0
6900,230000.0,1,1,1,41,-2,0
6901,200000.0,2,1,1,35,2,1
6902,220000.0,2,1,1,32,1,0
6903,160000.0,2,2,2,30,-1,0
6904,200000.0,2,2,2,29,0,0
6905,60000.0,2,2,1,45,0,0
6906,60000.0,2,3,1,33,0,0
6907,380000.0,1,1,1,36,-1,0
6908,240000.0,1,1,1,38,1,0
6909,70000.0,2,2,2,30,0,0
6910,180000.0,2,3,1,33,-1,0
6911,150000.0,2,2,2,42,-1,0
6912,140000.0,1,1,2,34,2,1
6913,200000.0,1,2,2,25,0,1
6914,130000.0,2,1,2,24,2,1
6915,180000.0,2,2,1,30,0,0
6916,50000.0,2,2,2,30,-1,0
6917,80000.0,2,2,2,24,1,0
6918,40000.0,2,2,1,23,2,0
6919,210000.0,2,1,1,36,-2,0
6920,150000.0,2,1,2,29,-1,0
6921,280000.0,2,1,2,62,2,1
6922,100000.0,1,2,2,28,0,0
6923,100000.0,1,2,1,33,2,1
6924,50000.0,1,3,2,23,2,1
6925,150000.0,2,3,1,25,0,0
6926,20000.0,1,1,2,40,0,0
6927,270000.0,2,1,1,50,-1,0
6928,20000.0,2,2,1,28,2,1
6929,50000.0,2,1,2,28,2,1
6930,250000.0,1,2,1,53,0,0
6931,80000.0,2,1,2,33,0,0
6932,400000.0,1,2,1,40,7,1
6933,50000.0,1,1,2,35,1,0
6934,50000.0,2,2,1,53,-1,0
6935,50000.0,2,1,1,34,0,0
6936,280000.0,2,2,1,44,0,0
6937,240000.0,2,1,2,29,-1,1
6938,30000.0,2,2,1,27,2,1
6939,250000.0,1,1,2,29,-1,0
6940,150000.0,2,1,3,55,-1,0
6941,60000.0,2,2,2,23,0,0
6942,50000.0,1,2,1,35,1,0
6943,160000.0,1,2,1,33,0,0
6944,100000.0,1,2,1,44,0,0
6945,70000.0,1,1,2,31,0,0
6946,200000.0,2,2,2,35,-1,0
6947,500000.0,2,1,2,51,-1,0
6948,180000.0,2,1,2,28,1,0
6949,30000.0,1,1,2,31,0,0
6950,360000.0,1,1,1,51,0,0
6951,150000.0,1,1,2,36,0,0
6952,80000.0,1,2,2,26,2,1
6953,150000.0,2,1,2,25,0,0
6954,230000.0,1,2,1,50,-2,0
6955,100000.0,2,2,2,36,-1,0
6956,60000.0,2,3,1,36,1,1
6957,50000.0,1,1,2,23,0,0
6958,20000.0,1,2,2,22,3,1
6959,290000.0,2,1,2,30,-1,0
6960,110000.0,1,1,2,29,0,0
6961,50000.0,2,2,2,22,0,0
6962,230000.0,2,2,1,43,2,1
6963,50000.0,1,2,2,30,2,1
6964,150000.0,2,2,2,26,0,0
6965,20000.0,1,2,1,40,-1,1
6966,90000.0,2,3,1,45,1,1
6967,60000.0,2,1,2,26,-2,0
6968,80000.0,1,1,2,26,0,0
6969,280000.0,1,2,1,25,-1,0
6970,230000.0,2,1,1,36,-2,0
6971,100000.0,2,3,2,58,0,0
6972,80000.0,2,1,2,24,-1,0
6973,60000.0,2,2,1,41,0,0
6974,70000.0,1,2,1,35,0,0
6975,110000.0,2,2,1,49,-2,0
6976,60000.0,1,2,2,26,-1,0
6977,110000.0,1,2,2,26,0,0
6978,120000.0,1,3,1,54,-1,0
6979,280000.0,2,2,2,43,-1,0
6980,50000.0,2,2,2,23,0,0
6981,20000.0,2,1,2,22,-1,0
6982,240000.0,2,1,2,30,-1,0
6983,50000.0,1,2,2,22,0,0
6984,200000.0,2,2,2,27,0,0
6985,320000.0,1,2,2,28,0,0
6986,20000.0,1,2,1,56,3,1
6987,50000.0,1,2,2,44,0,1
6988,180000.0,1,2,1,41,-1,1
6989,80000.0,1,1,1,28,0,0
6990,240000.0,2,2,1,48,-2,1
6991,260000.0,2,2,2,28,-1,0
6992,80000.0,2,1,1,40,1,0
6993,80000.0,1,2,1,40,0,1
6994,100000.0,1,2,1,47,0,0
6995,20000.0,1,2,1,64,-1,1
6996,130000.0,2,2,2,31,0,0
6997,120000.0,2,2,1,28,1,0
6998,90000.0,2,2,1,35,0,0
6999,180000.0,2,2,2,25,-1,0
7000,80000.0,2,1,2,32,0,0
7001,130000.0,1,2,1,45,-1,1
7002,230000.0,2,1,2,26,-1,0
7003,130000.0,2,1,2,26,-1,1
7004,190000.0,1,2,2,33,0,0
7005,210000.0,2,1,2,31,0,0
7006,20000.0,2,3,1,52,0,0
7007,20000.0,1,1,2,23,0,0
7008,280000.0,2,2,2,30,0,0
7009,500000.0,2,1,1,47,0,0
7010,230000.0,1,1,1,39,-1,1
7011,130000.0,1,2,1,31,2,1
7012,660000.0,1,1,2,40,0,0
7013,350000.0,2,3,1,50,-1,0
7014,40000.0,1,3,2,24,2,1
7015,50000.0,2,3,1,33,1,1
7016,20000.0,1,2,1,43,2,1
7017,80000.0,2,2,1,35,0,0
7018,50000.0,2,2,2,23,0,0
7019,290000.0,1,2,1,40,0,0
7020,80000.0,2,1,2,27,-1,0
7021,230000.0,1,3,2,29,1,0
7022,30000.0,2,2,1,29,2,0
7023,200000.0,2,1,2,29,-1,0
7024,50000.0,2,2,2,26,2,1
7025,50000.0,1,2,1,57,4,0
7026,200000.0,2,1,1,48,-2,0
7027,20000.0,1,2,2,23,0,0
7028,50000.0,2,3,2,48,0,0
7029,90000.0,1,1,2,31,0,1
7030,30000.0,2,2,2,23,0,0
7031,80000.0,2,2,2,30,0,0
7032,20000.0,1,2,2,31,1,0
7033,50000.0,2,1,2,30,0,0
7034,100000.0,1,1,2,33,0,0
7035,210000.0,2,1,2,28,-2,0
7036,500000.0,2,1,1,38,1,0
7037,30000.0,1,2,2,25,0,1
7038,160000.0,2,2,1,41,2,1
7039,180000.0,2,1,2,28,-2,0
7040,490000.0,2,1,1,37,-1,0
7041,50000.0,1,1,2,29,-1,0
7042,130000.0,1,1,2,27,0,0
7043,50000.0,2,2,2,34,1,1
7044,200000.0,2,1,1,58,-1,0
7045,50000.0,2,1,2,27,1,1
7046,180000.0,2,1,2,33,0,0
7047,500000.0,2,1,2,39,-2,1
7048,210000.0,2,2,1,46,-1,1
7049,20000.0,1,1,2,35,3,1
7050,190000.0,2,2,3,29,1,0
7051,140000.0,1,3,2,29,0,0
7052,20000.0,1,3,2,51,-2,1
7053,420000.0,2,1,2,29,0,0
7054,180000.0,2,1,2,29,-1,0
7055,290000.0,1,2,2,28,0,0
7056,190000.0,2,1,2,40,0,0
7057,360000.0,1,1,1,39,-1,0
7058,20000.0,1,2,1,53,2,1
7059,260000.0,2,2,1,32,0,0
7060,20000.0,1,3,1,55,1,0
7061,50000.0,1,3,1,52,0,0
7062,250000.0,1,1,1,55,1,0
7063,30000.0,2,2,1,26,-2,0
7064,460000.0,1,2,2,30,0,0
7065,80000.0,1,2,2,26,0,0
7066,60000.0,2,2,1,35,1,0
7067,80000.0,2,2,2,26,0,0
7068,90000.0,2,2,1,28,-1,1
7069,50000.0,2,2,2,34,0,0
7070,50000.0,1,3,2,50,0,0
7071,360000.0,2,1,1,41,1,1
7072,360000.0,2,1,1,49,1,0
7073,230000.0,2,1,2,29,0,0
7074,240000.0,2,2,1,39,-1,0
7075,110000.0,2,2,1,27,0,0
7076,210000.0,2,2,1,28,-2,1
7077,300000.0,2,1,2,28,0,0
7078,200000.0,1,3,1,65,0,0
7079,220000.0,1,2,2,29,0,0
7080,90000.0,2,3,1,45,-1,0
7081,210000.0,2,2,1,44,0,0
7082,500000.0,1,1,2,31,-2,0
7083,160000.0,2,1,2,33,-1,0
7084,140000.0,2,1,1,47,0,0
7085,120000.0,2,1,1,42,0,0
7086,80000.0,1,2,2,46,0,0
7087,240000.0,2,2,1,38,0,0
7088,170000.0,2,1,2,30,0,0
7089,30000.0,1,2,2,38,0,0
7090,260000.0,2,1,1,31,-1,0
7091,400000.0,1,1,1,34,-2,0
7092,500000.0,2,2,1,31,0,0
7093,100000.0,2,1,2,32,1,1
7094,240000.0,1,1,1,39,0,0
7095,10000.0,1,3,1,53,-1,0
7096,80000.0,2,2,1,36,-1,0
7097,60000.0,1,2,2,28,0,0
7098,200000.0,2,1,2,38,-2,0
7099,260000.0,2,2,2,41,0,1
7100,260000.0,2,2,1,39,0,1
7101,260000.0,1,1,2,30,-1,0
7102,300000.0,1,1,1,34,0,0
7103,310000.0,2,2,2,27,0,0
7104,140000.0,2,1,1,32,0,0
7105,200000.0,2,2,1,50,-1,1
7106,230000.0,1,2,1,39,-1,0
7107,50000.0,1,2,2,27,0,0
7108,180000.0,2,2,1,29,0,0
7109,100000.0,1,1,2,26,0,0
7110,80000.0,2,2,1,49,-1,1
7111,350000.0,2,1,2,39,-1,0
7112,140000.0,2,2,2,32,-1,1
7113,360000.0,2,1,2,29,0,0
7114,10000.0,1,6,2,47,0,0
7115,130000.0,2,1,2,25,0,0
7116,320000.0,1,1,1,41,0,0
7117,180000.0,2,2,1,34,1,1
7118,180000.0,2,1,1,39,0,0
7119,150000.0,2,2,1,39,2,1
7120,80000.0,1,2,2,27,1,0
7121,70000.0,1,1,2,50,0,0
7122,150000.0,1,2,1,66,0,0
7123,480000.0,2,3,1,36,-1,0
7124,50000.0,2,3,2,45,0,0
7125,100000.0,2,1,2,28,1,1
7126,50000.0,2,3,2,26,0,0
7127,280000.0,1,1,2,28,0,0
7128,20000.0,2,2,1,48,-1,0
7129,30000.0,1,3,1,50,-1,1
7130,70000.0,2,2,1,38,0,0
7131,30000.0,1,3,2,59,0,0
7132,200000.0,2,1,1,64,1,0
7133,210000.0,1,1,2,30,1,0
7134,210000.0,2,1,1,66,0,0
7135,470000.0,1,1,1,39,-1,0
7136,50000.0,1,2,2,38,0,0
7137,240000.0,2,2,1,37,-1,0
7138,60000.0,1,3,1,38,2,1
7139,100000.0,2,2,1,33,2,0
7140,200000.0,2,2,2,25,0,0
7141,130000.0,1,1,1,58,0,0
7142,50000.0,1,2,2,24,0,0
7143,300000.0,2,1,2,34,2,1
7144,210000.0,1,1,2,32,-1,0
7145,70000.0,1,1,2,27,0,0
7146,100000.0,2,3,2,49,-1,0
7147,30000.0,2,2,1,25,0,0
7148,200000.0,1,1,2,30,-1,0
7149,360000.0,1,2,1,36,-1,0
7150,20000.0,1,2,2,24,3,1
7151,150000.0,2,1,2,32,1,1
7152,750000.0,2,1,2,28,1,0
7153,100000.0,1,2,2,24,0,0
7154,300000.0,1,2,1,36,1,1
7155,90000.0,2,2,2,55,0,0
7156,50000.0,1,2,2,28,0,0
7157,120000.0,2,2,1,48,0,0
7158,120000.0,2,2,1,39,0,0
7159,30000.0,1,2,1,42,0,1
7160,220000.0,1,2,1,43,0,0
7161,180000.0,2,2,2,31,1,1
7162,20000.0,1,3,2,52,2,1
7163,140000.0,2,2,2,26,0,0
7164,400000.0,2,2,1,46,-1,0
7165,180000.0,2,1,2,27,-1,0
7166,340000.0,2,2,1,36,1,0
7167,250000.0,1,3,2,46,0,0
7168,50000.0,2,2,1,50,0,0
7169,220000.0,2,1,2,24,0,0
7170,400000.0,1,2,2,35,0,0
7171,320000.0,2,1,1,37,-2,0
7172,260000.0,2,2,1,40,-1,0
7173,350000.0,1,1,1,42,-1,0
7174,30000.0,1,2,2,34,0,0
7175,10000.0,1,2,2,24,0,1
7176,50000.0,2,2,2,23,0,0
7177,30000.0,2,3,2,23,0,0
7178,350000.0,1,1,2,35,2,0
7179,410000.0,1,1,1,37,-1,0
7180,130000.0,2,3,1,35,0,0
7181,80000.0,2,3,2,28,0,0
7182,380000.0,2,2,1,51,1,0
7183,320000.0,2,1,1,42,1,0
7184,20000.0,1,1,2,23,2,1
7185,50000.0,1,2,2,32,0,0
7186,30000.0,1,2,2,25,0,0
7187,50000.0,1,2,2,24,1,0
7188,50000.0,1,2,2,41,0,0
7189,50000.0,1,2,1,51,0,0
7190,200000.0,1,1,2,27,0,0
7191,80000.0,1,2,2,29,0,0
7192,20000.0,2,3,3,53,0,0
7193,180000.0,2,2,2,28,-2,0
7194,230000.0,2,1,2,33,0,0
7195,180000.0,2,2,2,33,-1,0
7196,90000.0,2,2,2,23,0,1
7197,20000.0,1,2,2,23,2,1
7198,100000.0,1,2,2,32,1,1
7199,60000.0,1,3,2,44,0,0
7200,130000.0,2,2,2,35,0,1
7201,50000.0,2,2,1,55,0,1
7202,70000.0,2,1,2,23,0,0
7203,360000.0,2,2,2,53,-1,0
7204,20000.0,1,1,2,22,1,1
7205,20000.0,1,3,2,34,-1,1
7206,440000.0,2,3,2,36,0,0
7207,400000.0,1,1,1,41,-1,0
7208,170000.0,2,1,2,29,0,0
7209,200000.0,1,2,1,32,-1,0
7210,220000.0,2,1,1,41,-1,0
7211,280000.0,2,2,1,31,0,0
7212,360000.0,1,1,2,29,0,0
7213,20000.0,1,2,1,51,1,0
7214,290000.0,2,1,1,44,-2,0
7215,380000.0,2,2,1,33,1,0
7216,180000.0,1,1,2,28,0,0
7217,120000.0,2,1,2,26,0,0
7218,50000.0,2,2,2,27,0,0
7219,20000.0,1,1,1,48,2,1
7220,20000.0,1,2,2,25,1,0
7221,170000.0,2,2,2,29,0,0
7222,180000.0,2,2,2,24,0,0
7223,200000.0,1,1,2,36,1,0
7224,200000.0,1,2,1,55,1,1
7225,360000.0,2,1,2,26,-2,1
7226,10000.0,2,2,2,26,0,0
7227,60000.0,2,2,1,60,8,0
7228,40000.0,2,2,1,24,2,1
7229,100000.0,1,2,2,39,-1,0
7230,50000.0,2,2,2,23,0,0
7231,300000.0,1,1,2,29,-2,0
7232,110000.0,1,3,2,29,0,1
7233,120000.0,1,1,1,37,0,0
7234,150000.0,1,2,1,45,0,0
7235,230000.0,2,2,2,30,-1,0
7236,180000.0,2,2,1,35,0,0
7237,320000.0,2,2,2,33,-1,0
7238,80000.0,2,1,2,23,1,0
7239,160000.0,2,1,2,29,-1,0
7240,50000.0,2,2,2,23,0,1
7241,180000.0,1,2,2,26,-1,0
7242,110000.0,1,3,2,26,0,0
7243,150000.0,1,1,2,32,-1,0
7244,210000.0,2,3,1,52,-1,0
7245,10000.0,1,2,2,43,2,1
7246,30000.0,2,2,2,22,-2,0
7247,450000.0,2,1,2,36,-1,1
7248,110000.0,2,1,2,25,1,0
7249,270000.0,2,2,1,37,0,0
7250,50000.0,2,3,1,46,0,0
7251,100000.0,2,3,3,43,0,0
7252,360000.0,2,2,2,30,-2,0
7253,110000.0,2,2,1,32,1,1
7254,180000.0,2,3,2,55,-1,0
7255,230000.0,2,1,1,34,2,0
7256,20000.0,2,3,1,41,0,0
7257,50000.0,2,1,2,22,2,1
7258,10000.0,1,3,2,31,0,0
7259,320000.0,1,1,1,46,0,0
7260,280000.0,2,1,2,26,0,0
7261,20000.0,1,2,1,28,0,0
7262,70000.0,1,2,2,36,0,0
7263,80000.0,2,2,2,36,0,0
7264,200000.0,2,1,2,25,-1,0
7265,30000.0,1,2,2,24,0,0
7266,100000.0,2,2,1,41,1,1
7267,110000.0,1,1,2,26,0,0
7268,300000.0,2,1,1,33,-1,0
7269,300000.0,2,2,1,31,0,0
7270,340000.0,2,1,2,29,0,0
7271,270000.0,1,1,1,37,-1,1
7272,100000.0,1,2,2,26,0,0
7273,50000.0,1,1,1,33,1,0
7274,360000.0,2,2,1,40,0,0
7275,90000.0,2,2,1,49,0,0
7276,140000.0,1,2,1,42,0,0
7277,150000.0,2,1,2,28,-1,0
7278,50000.0,1,3,2,34,-2,0
7279,30000.0,2,3,2,26,2,1
7280,230000.0,2,2,1,54,-2,0
7281,240000.0,2,2,1,40,-2,1
7282,200000.0,2,1,1,44,-1,0
7283,330000.0,1,2,1,42,-1,0
7284,110000.0,1,1,1,29,0,0
7285,200000.0,2,3,1,54,0,0
7286,50000.0,2,2,3,46,0,0
7287,70000.0,2,1,2,27,0,0
7288,360000.0,2,2,1,59,1,1
7289,50000.0,2,2,2,54,0,1
7290,80000.0,2,3,2,28,-1,0
7291,200000.0,2,2,1,69,0,0
7292,50000.0,1,2,2,27,0,1
7293,30000.0,1,1,2,27,0,0
7294,390000.0,2,1,2,31,0,1
7295,380000.0,2,1,1,42,2,1
7296,20000.0,2,2,1,46,0,1
7297,80000.0,2,2,2,31,0,1
7298,50000.0,2,2,1,49,0,0
7299,50000.0,2,1,1,25,0,0
7300,200000.0,1,2,2,44,-1,0
7301,100000.0,1,3,2,28,-1,1
7302,180000.0,1,1,2,31,-1,0
7303,120000.0,2,2,2,27,-1,0
7304,390000.0,2,2,2,31,1,0
7305,250000.0,2,2,1,37,-1,0
7306,350000.0,1,2,1,47,1,1
7307,70000.0,2,2,2,30,0,0
7308,210000.0,2,1,2,33,-2,0
7309,180000.0,1,1,2,29,0,0
7310,80000.0,1,1,2,25,-1,1
